id,text,preprocessed,sentiment
1435693353392353282,"@RaquelQBaste @jasamosa Eu já vou fazendo as minhas loucuras, hoje até fui a um tasco almoçar com colegas com quem costumava almoçar antes da pandemia e até bebi um tinto servido em jarro. Parece? Eles falam, os sacanas 😁"
1435693326603366403,"@OficialPascoal @manobrown @LulaOficial @SpotifyBR @jefdelgado não vejo como pois:
Violência policial - o cara torce pela violência
Política - O cara não tem o que apresentar
Cultura - Qual cultura?
Racismo -  o cara é racista assumido
Economia -  o boçal tem orgulho de falar q n entende
Pandemia -  nem acredita nisso
Não tem assunto"
1435693320911704068,"@lhmandetta o senhor esta em casa sem trabalhar esperando a pandemia passar? pois o presidente disse que era para trabalhar.
Tomou ja a 3a dose da coronavac? pois o presidente falou que nao era eficiente."
1435693310719447040,"@FabioHonda57 agora q vc botou sua raiva pra fora, top 5 pessoas q vc quer dar um puta abraço assim q a pandemia acabar 🫂"
1435693295175352325,"@duartelivia @fellipebambam @JornalOGlobo Mais argumentos que a realidade que nos rodeia? 

584 mil mortos, pandemia mau administrada, atraso na aquisição de vacinas, inflação nas alturas, desemprego, fome, miséria e um presidente preocupado unicamente em articular um golpe de Estado.

Se isso não te faz refletir..."
1435693276120719364,"Greve de caminhoneiros FINANCIADA PELO PRESIDENTE, em meio a uma pandemia, é crime contra a humanidade e nada mais, tem que prender todos."
1435693257988714497,"Flamengo é mau caráter demais querer público agora, sabendo que a pandemia acaba só na rodada 23 https://t.co/Q1pBqdjUFa"
1435693246756294656,Pandemia torna a limpeza mais difícil em lares brasileiros; veja dicas que facilitam faxinas https://t.co/ugx7HFBrhX
1435693218348347395,"Em 2018 eu fui a Postos de Combustíveis em beira de rodovias ajudar a distribuir alimentos para os Caminhoneiros que estavam em greve.
Aquele tempo foi diferente, hoje EU NÃO VOU APOIAR UMA PARALISAÇÃO que afetará em cheio a Economia de um País ainda em Pandemia."
1435693215806545920,"disseram q normalizou,fecharam as portas e vtl andou menos 10 metrô e ESTAMOS PARADOS DEPOIS DO PONTO E TRANCADOS AINDA NA SAO BENTO!PRA ANDARAM ENTAO?! PRA DEIXAR GERAL TRANCADO?! INFORMACAO CERTA POR FAVOR! PANDEMIA, delta no RJ e a gente trancado aqui @VLTCarioca @eduardopaes https://t.co/DUNlRgPL1F"
1435693208609112064,Feminicídio em Cotia: Mulher é morta no Mirizola. Moça de 25 anos estava com o filho de seis anos quando foi esfaqueada pelo namorado. Leia mais em https://t.co/f3wF4ElnOH #Feminicidio #Cotia #Mirizola #segurancapublica #armabranca #discussão #pandemia https://t.co/Fk7vSjCWSC
1435693191735431171,"@_EsquerdaCaviar @j_esanto Carteiristas, como em Lisboa antes da pandemia?"
1435693184080875525,"desculpa o erro de português, a pandemia me deixou sem estudos😔"
1435693172215193602,"@LuizFer26093492 @joaoholanda1000 Em 2020 em um dos piores momentos da pandemia, quando jogamos com o sub20 contra um dos rival ao título fora de casa não existia equilíbrio técnico né?"
1435693163260297223,"@alvarodias_ Para não abrir uma nova crise política em meio à pandemia, desemprego e crise econômica, o @podemos19  vai deixar o presidente Bolsonaro seguir com sua postura de abrir novas crises políticas em meio à pandemia, desemprego e crise econômica. É isso."
1435693154649399302,"Cada dia mais convicta de que o carioca está vivendo em um universo paralelo onde não existe mais pandemia. Não digo só em futebol mas também em shows, eventos, praias lotadas... Complicado. https://t.co/dFOp0ntcmU"
1435693140413927426,"Fui levar mamãe para tomar a 2ª dose. Olhei e li IPA BEER.. deu aquela sede de tomar um chopp geladinho.
Li de novo era ABA PAI. 
Eu nunca vou perdoar esse governo pela ingerência com a pandemia 🥺 https://t.co/CvBDdLjbHL"
1435693114300276736,"@crentrollando_ @isaiassaad Companheiro no começo da pandemia foram ofertadas 60, 100 mil só no 1 lote de VACINAS. Bolsonaro se negou em comprar e para piorar mandou produzir milhões de cloroquina que não serviram para nada. Bolso pregou incentivou a não vacina em rede nacional bozo levou o povo a morte."
